user_id,total_hotel_spent,checked_bags,no_cancelled_trip,discounted_trip,trip_with_return_flight
547568,10385.0,2.0,2,2.0,1.0
548978,10134.0,1.0,4,1.0,1.0
510571,10124.0,3.0,4,3.0,1.0
518896,10121.0,3.0,4,0.0,3.0
514953,10096.0,4.0,3,1.0,1.0
542142,9973.0,8.0,6,1.0,4.0
535702,9929.0,3.0,5,0.0,4.0
531427,9919.0,3.0,4,0.0,4.0
525332,9861.0,3.0,5,2.0,5.0
569170,9858.0,4.0,5,0.0,3.0
524913,9816.0,0.0,1,0.0,0.0
551804,9720.0,1.0,5,4.0,4.0
514370,9702.0,0.0,3,1.0,3.0
520556,9678.0,3.0,5,3.0,3.0
628033,9660.0,0.0,4,2.0,2.0
551488,9608.0,0.0,2,0.0,0.0
573011,9608.0,2.0,4,0.0,2.0
576985,9600.0,1.0,4,1.0,3.0
481772,9588.0,1.0,3,2.0,0.0
558277,9582.0,7.0,5,0.0,5.0
586820,9500.0,1.0,4,3.0,3.0
525234,9476.0,2.0,4,4.0,3.0
579275,9385.0,3.0,5,1.0,4.0
582768,9299.0,2.0,5,0.0,4.0
550506,9216.0,1.0,2,1.0,1.0
518196,9210.0,2.0,3,1.0,1.0
484249,9198.0,0.0,3,1.0,3.0
512696,9131.0,1.0,3,1.0,1.0
533327,9127.0,1.0,4,2.0,1.0
514337,9114.0,2.0,4,3.0,2.0
576370,9045.0,1.0,2,0.0,2.0
532426,9015.0,0.0,1,0.0,1.0
515764,8889.0,2.0,3,0.0,1.0
606161,8849.0,1.0,3,1.0,1.0
571208,8848.0,6.0,1,0.0,1.0
504892,8762.0,0.0,3,1.0,1.0
547459,8711.0,1.0,4,1.0,2.0
512556,8691.0,3.0,5,0.0,4.0
556111,8682.0,1.0,3,2.0,2.0
562338,8680.0,1.0,3,1.0,0.0
553017,8656.0,2.0,5,0.0,4.0
509162,8600.0,0.0,2,1.0,0.0
378565,8600.0,1.0,5,2.0,2.0
509459,8580.0,1.0,2,0.0,0.0
542334,8543.0,1.0,2,1.0,1.0
106907,8514.0,10.0,1,0.0,1.0
515344,8452.0,2.0,5,2.0,3.0
514461,8434.0,1.0,3,0.0,1.0
528829,8423.0,1.0,4,0.0,2.0
513236,8422.0,1.0,8,1.0,5.0
517925,8400.0,0.0,1,0.0,1.0
545755,8397.0,1.0,5,2.0,3.0
515713,8355.0,0.0,3,2.0,2.0
564258,8342.0,0.0,3,2.0,1.0
546256,8309.0,0.0,5,1.0,2.0
658774,8280.0,2.0,2,0.0,0.0
548448,8271.0,0.0,3,0.0,1.0
531959,8206.0,1.0,4,0.0,1.0
509498,8180.0,0.0,2,1.0,2.0
518582,8158.0,1.0,4,0.0,2.0
547817,8114.0,0.0,3,1.0,1.0
541047,8080.0,2.0,2,0.0,1.0
542760,8010.0,0.0,5,0.0,4.0
520539,7982.0,5.0,4,1.0,4.0
526332,7948.0,2.0,2,1.0,2.0
466342,7944.0,0.0,2,1.0,0.0
684510,7944.0,0.0,3,0.0,1.0
526367,7930.0,2.0,3,0.0,2.0
605776,7930.0,2.0,5,1.0,1.0
510155,7929.0,0.0,4,0.0,1.0
525529,7915.0,2.0,3,0.0,3.0
557562,7902.0,1.0,5,2.0,3.0
708887,7824.0,0.0,2,0.0,0.0
524644,7810.0,0.0,3,0.0,1.0
671367,7798.0,4.0,7,2.0,5.0
546882,7792.0,0.0,2,0.0,1.0
516806,7783.0,5.0,6,3.0,4.0
550703,7762.0,0.0,2,0.0,0.0
557963,7751.0,2.0,3,0.0,3.0
700666,7700.0,0.0,1,0.0,0.0
555521,7655.0,1.0,2,1.0,2.0
512904,7647.0,5.0,5,1.0,4.0
547164,7641.0,0.0,2,1.0,0.0
512976,7604.0,2.0,5,0.0,4.0
519846,7592.0,0.0,4,1.0,2.0
522445,7505.0,0.0,2,0.0,1.0
535879,7500.0,2.0,5,1.0,4.0
594103,7489.0,0.0,3,0.0,2.0
545805,7466.0,2.0,4,3.0,3.0
510185,7460.0,1.0,4,2.0,2.0
530949,7458.0,1.0,2,0.0,2.0
632965,7457.0,1.0,6,1.0,5.0
571001,7450.0,0.0,1,0.0,0.0
557492,7444.0,0.0,2,0.0,0.0
513995,7434.0,1.0,4,1.0,2.0
513438,7416.0,1.0,1,0.0,1.0
555852,7396.0,3.0,4,0.0,3.0
602478,7392.0,0.0,2,0.0,0.0
512835,7322.0,1.0,5,2.0,5.0
535878,7311.0,3.0,4,1.0,3.0
525102,7309.0,2.0,5,2.0,3.0
571553,7297.0,2.0,5,1.0,4.0
570829,7291.0,2.0,3,1.0,2.0
526062,7287.0,2.0,5,3.0,3.0
561013,7264.0,1.0,3,2.0,1.0
597029,7260.0,4.0,5,0.0,2.0
503760,7242.0,2.0,5,1.0,4.0
511859,7241.0,2.0,3,1.0,2.0
509115,7240.0,5.0,8,2.0,4.0
527850,7223.0,2.0,5,3.0,3.0
495273,7201.0,5.0,6,2.0,4.0
501184,7196.0,2.0,4,0.0,3.0
541901,7191.0,4.0,6,1.0,4.0
571888,7181.0,1.0,4,3.0,4.0
549797,7167.0,1.0,5,2.0,3.0
625400,7140.0,2.0,3,0.0,3.0
608296,7137.0,1.0,4,1.0,2.0
576691,7117.0,3.0,5,1.0,3.0
573191,7112.0,5.0,3,3.0,3.0
464855,7104.0,3.0,2,1.0,2.0
428858,7092.0,1.0,3,0.0,2.0
599649,7074.0,3.0,4,2.0,4.0
536058,7063.0,1.0,2,1.0,1.0
527354,7063.0,2.0,3,0.0,2.0
531884,7061.0,1.0,4,1.0,3.0
514980,7055.0,4.0,7,5.0,7.0
534351,7046.0,5.0,7,2.0,7.0
509467,7042.0,3.0,2,0.0,2.0
500493,7025.0,1.0,3,1.0,1.0
539542,6996.0,0.0,2,0.0,0.0
532329,6993.0,0.0,2,0.0,1.0
556887,6982.0,4.0,4,3.0,2.0
493718,6978.0,0.0,4,2.0,3.0
576103,6967.0,1.0,2,1.0,1.0
562832,6960.0,1.0,5,2.0,2.0
524313,6951.0,1.0,2,0.0,2.0
511800,6948.0,5.0,7,1.0,6.0
551622,6930.0,0.0,1,0.0,1.0
513844,6912.0,1.0,3,0.0,1.0
518827,6906.0,1.0,4,2.0,2.0
536431,6896.0,3.0,5,1.0,4.0
571913,6889.0,0.0,2,2.0,1.0
524012,6876.0,2.0,4,0.0,3.0
507505,6871.0,2.0,2,0.0,2.0
497077,6853.0,1.0,4,2.0,3.0
374341,6840.0,0.0,3,0.0,0.0
528421,6839.0,3.0,7,3.0,4.0
551088,6836.0,0.0,5,1.0,3.0
510946,6826.0,2.0,3,0.0,3.0
526950,6812.0,1.0,3,0.0,2.0
519706,6804.0,0.0,1,1.0,0.0
511208,6786.0,4.0,3,1.0,2.0
467892,6778.0,0.0,5,1.0,4.0
549116,6773.0,0.0,3,0.0,3.0
581343,6756.0,3.0,2,0.0,2.0
485894,6756.0,1.0,3,1.0,2.0
522634,6751.0,2.0,4,2.0,2.0
544449,6749.0,1.0,4,2.0,2.0
594695,6747.0,3.0,4,1.0,2.0
374331,6720.0,2.0,2,0.0,0.0
525546,6713.0,2.0,6,1.0,3.0
576136,6698.0,1.0,3,2.0,2.0
331039,6688.0,6.0,1,1.0,1.0
407118,6684.0,3.0,3,0.0,2.0
535035,6680.0,1.0,4,2.0,3.0
510365,6670.0,1.0,4,0.0,4.0
491124,6666.0,0.0,4,1.0,3.0
524861,6658.0,1.0,4,0.0,3.0
601104,6650.0,1.0,2,1.0,1.0
524821,6644.0,6.0,2,0.0,1.0
535007,6636.0,1.0,6,2.0,6.0
654913,6632.0,1.0,2,0.0,1.0
516579,6620.0,2.0,4,0.0,2.0
504133,6617.0,2.0,3,0.0,2.0
517445,6615.0,1.0,3,0.0,1.0
446138,6613.0,0.0,3,2.0,2.0
629345,6588.0,0.0,1,0.0,0.0
508731,6581.0,4.0,4,1.0,3.0
614111,6581.0,0.0,3,1.0,2.0
528122,6557.0,3.0,5,2.0,5.0
516118,6554.0,0.0,2,1.0,1.0
538331,6509.0,3.0,5,0.0,3.0
525081,6507.0,0.0,4,2.0,1.0
519091,6504.0,1.0,2,1.0,1.0
550068,6502.0,1.0,4,2.0,2.0
521152,6496.0,0.0,3,0.0,3.0
485393,6480.0,0.0,1,1.0,1.0
596505,6465.0,4.0,6,3.0,4.0
559918,6459.0,1.0,3,0.0,1.0
487453,6458.0,4.0,6,3.0,4.0
682247,6441.0,2.0,3,0.0,2.0
546847,6431.0,3.0,5,2.0,4.0
399137,6424.0,2.0,4,1.0,2.0
526492,6417.0,1.0,5,3.0,2.0
534782,6410.0,2.0,4,1.0,2.0
589404,6409.0,0.0,4,0.0,2.0
515523,6371.0,0.0,3,1.0,1.0
488511,6370.0,0.0,3,1.0,2.0
517033,6362.0,0.0,3,3.0,0.0
541249,6358.0,0.0,3,2.0,2.0
526471,6343.0,4.0,6,2.0,4.0
411179,6343.0,1.0,3,2.0,2.0
548708,6338.0,0.0,3,1.0,2.0
476104,6318.0,7.0,7,0.0,6.0
635666,6314.0,0.0,1,1.0,1.0
529783,6300.0,0.0,2,1.0,0.0
551718,6297.0,1.0,3,0.0,2.0
543081,6295.0,1.0,4,1.0,4.0
520885,6277.0,9.0,5,1.0,3.0
572591,6274.0,2.0,2,0.0,2.0
510700,6274.0,3.0,4,2.0,2.0
510070,6263.0,4.0,4,1.0,2.0
526570,6258.0,4.0,5,1.0,4.0
626645,6256.0,2.0,3,2.0,3.0
545879,6255.0,2.0,3,0.0,3.0
592491,6246.0,4.0,4,1.0,3.0
598185,6246.0,4.0,2,0.0,1.0
558513,6236.0,1.0,3,0.0,3.0
506837,6234.0,3.0,3,2.0,3.0
688600,6225.0,1.0,2,0.0,1.0
548967,6223.0,2.0,6,0.0,4.0
596220,6220.0,1.0,2,1.0,1.0
575419,6219.0,2.0,5,2.0,2.0
544163,6195.0,2.0,4,2.0,2.0
686408,6164.0,0.0,4,1.0,2.0
511570,6145.0,0.0,3,0.0,2.0
513495,6136.0,1.0,2,1.0,1.0
464597,6129.0,0.0,1,0.0,0.0
561642,6128.0,2.0,4,2.0,3.0
752933,6128.0,0.0,2,2.0,0.0
586637,6111.0,1.0,4,2.0,3.0
550426,6109.0,0.0,4,2.0,3.0
566196,6100.0,1.0,3,1.0,2.0
527158,6097.0,4.0,3,0.0,3.0
485544,6097.0,3.0,8,2.0,7.0
584530,6086.0,4.0,4,3.0,4.0
552945,6078.0,2.0,5,1.0,2.0
522005,6078.0,0.0,5,2.0,3.0
537580,6076.0,1.0,4,2.0,2.0
569031,6064.0,0.0,2,1.0,1.0
530196,6062.0,2.0,3,1.0,1.0
510134,6056.0,4.0,6,3.0,5.0
526925,6054.0,0.0,3,0.0,0.0
519896,6043.0,2.0,3,2.0,3.0
592403,6042.0,2.0,2,2.0,1.0
520878,6030.0,2.0,4,1.0,2.0
568105,6025.0,1.0,4,1.0,3.0
555484,6023.0,3.0,5,1.0,4.0
502353,6017.0,2.0,5,1.0,2.0
512495,6016.0,2.0,6,0.0,4.0
547966,6011.0,1.0,2,0.0,1.0
514342,6010.0,4.0,4,1.0,2.0
587313,5995.0,0.0,3,1.0,1.0
583446,5982.0,2.0,4,1.0,3.0
515580,5981.0,2.0,4,1.0,3.0
512418,5970.0,0.0,2,0.0,2.0
629812,5964.0,0.0,1,0.0,1.0
524116,5961.0,2.0,6,0.0,3.0
563059,5957.0,4.0,5,3.0,4.0
585650,5942.0,0.0,3,2.0,1.0
573086,5941.0,2.0,3,2.0,2.0
516616,5939.0,3.0,6,2.0,4.0
450193,5925.0,1.0,2,1.0,2.0
515229,5920.0,1.0,5,2.0,3.0
538074,5917.0,1.0,5,2.0,5.0
513387,5885.0,1.0,5,0.0,4.0
527750,5880.0,0.0,2,1.0,0.0
579804,5879.0,2.0,3,1.0,1.0
516593,5874.0,2.0,3,1.0,3.0
554853,5865.0,0.0,2,0.0,0.0
519515,5846.0,4.0,4,2.0,2.0
582796,5838.0,0.0,1,0.0,0.0
520947,5838.0,0.0,3,2.0,1.0
519079,5824.0,2.0,5,2.0,2.0
573244,5823.0,2.0,4,0.0,3.0
586762,5819.0,1.0,3,1.0,3.0
560367,5818.0,2.0,5,1.0,4.0
512173,5812.0,2.0,4,2.0,3.0
118043,5811.0,3.0,5,3.0,2.0
559345,5792.0,0.0,2,1.0,0.0
510163,5788.0,3.0,4,0.0,3.0
570961,5780.0,1.0,3,0.0,1.0
551359,5770.0,3.0,5,0.0,3.0
662596,5760.0,1.0,2,0.0,0.0
520898,5760.0,1.0,3,1.0,2.0
611839,5758.0,1.0,5,1.0,4.0
535905,5755.0,3.0,2,1.0,2.0
608820,5747.0,7.0,3,3.0,2.0
557887,5744.0,1.0,3,0.0,1.0
521212,5742.0,4.0,4,1.0,3.0
519383,5742.0,2.0,2,0.0,0.0
631201,5734.0,0.0,2,2.0,1.0
548272,5715.0,3.0,3,1.0,2.0
560627,5694.0,4.0,3,1.0,3.0
517491,5694.0,3.0,8,0.0,5.0
494590,5686.0,3.0,4,3.0,2.0
632475,5684.0,2.0,2,0.0,1.0
639894,5671.0,0.0,2,0.0,1.0
316527,5670.0,1.0,4,1.0,4.0
582801,5668.0,5.0,3,2.0,3.0
581835,5665.0,3.0,5,2.0,4.0
537748,5663.0,3.0,6,0.0,4.0
476665,5653.0,4.0,6,1.0,6.0
525769,5643.0,3.0,6,0.0,4.0
205044,5642.0,1.0,3,1.0,3.0
557692,5642.0,3.0,3,2.0,2.0
541084,5637.0,1.0,5,2.0,2.0
525591,5635.0,1.0,4,2.0,1.0
531557,5620.0,5.0,6,3.0,5.0
511803,5620.0,1.0,4,2.0,2.0
551245,5616.0,10.0,1,0.0,1.0
523338,5609.0,4.0,4,1.0,4.0
563731,5607.0,1.0,5,3.0,3.0
533404,5598.0,1.0,4,1.0,2.0
463783,5582.0,2.0,4,1.0,1.0
557005,5569.0,3.0,4,1.0,3.0
600690,5567.0,2.0,5,1.0,3.0
538069,5562.0,2.0,4,1.0,4.0
523690,5562.0,1.0,4,2.0,1.0
485780,5561.0,1.0,3,1.0,1.0
535447,5550.0,6.0,5,2.0,3.0
646424,5544.0,2.0,3,1.0,1.0
603592,5544.0,3.0,3,0.0,3.0
582723,5524.0,1.0,4,2.0,4.0
519014,5521.0,1.0,4,1.0,1.0
494484,5520.0,1.0,3,1.0,1.0
539919,5514.0,0.0,3,0.0,0.0
539637,5513.0,1.0,4,4.0,2.0
536313,5499.0,0.0,2,1.0,1.0
576612,5490.0,1.0,5,0.0,4.0
609262,5486.0,1.0,4,1.0,4.0
517467,5486.0,2.0,2,1.0,1.0
635303,5484.0,4.0,4,0.0,3.0
588370,5480.0,2.0,4,3.0,1.0
546164,5480.0,0.0,2,0.0,1.0
553901,5470.0,4.0,3,1.0,2.0
558988,5466.0,1.0,3,2.0,3.0
519859,5461.0,0.0,5,2.0,4.0
511739,5460.0,3.0,3,0.0,3.0
527857,5460.0,0.0,1,0.0,0.0
531431,5442.0,3.0,6,2.0,5.0
515306,5435.0,2.0,4,0.0,2.0
590558,5434.0,1.0,3,2.0,1.0
550317,5433.0,1.0,3,2.0,1.0
530773,5428.0,2.0,3,1.0,2.0
531016,5422.0,2.0,6,2.0,4.0
552313,5420.0,4.0,6,0.0,5.0
569530,5420.0,2.0,3,0.0,3.0
597410,5413.0,0.0,3,0.0,2.0
584525,5412.0,3.0,7,2.0,4.0
513611,5406.0,1.0,3,2.0,2.0
510822,5401.0,1.0,4,4.0,2.0
547512,5400.0,4.0,4,2.0,3.0
526354,5394.0,1.0,4,1.0,3.0
523146,5387.0,1.0,4,2.0,4.0
575677,5385.0,1.0,5,1.0,4.0
514076,5382.0,1.0,2,0.0,1.0
528542,5380.0,3.0,3,0.0,3.0
529857,5376.0,0.0,1,1.0,0.0
528061,5375.0,1.0,3,1.0,3.0
149058,5373.0,2.0,5,1.0,5.0
477730,5370.0,0.0,5,1.0,5.0
536659,5362.0,4.0,6,1.0,6.0
518642,5346.0,0.0,1,0.0,0.0
554961,5343.0,1.0,4,0.0,0.0
634130,5343.0,2.0,4,0.0,2.0
530592,5340.0,2.0,4,1.0,2.0
550796,5340.0,1.0,4,3.0,0.0
509933,5329.0,1.0,3,1.0,2.0
552929,5321.0,3.0,4,1.0,3.0
513220,5315.0,2.0,5,3.0,5.0
508625,5312.0,4.0,4,0.0,2.0
594123,5304.0,1.0,2,1.0,1.0
548230,5293.0,0.0,3,1.0,1.0
512706,5292.0,2.0,4,2.0,3.0
459229,5292.0,2.0,4,3.0,3.0
515168,5286.0,0.0,2,0.0,0.0
587373,5282.0,3.0,5,1.0,4.0
488870,5282.0,2.0,3,0.0,2.0
645664,5280.0,0.0,1,0.0,0.0
595183,5278.0,0.0,2,0.0,0.0
548568,5275.0,3.0,4,0.0,4.0
487954,5268.0,2.0,4,1.0,3.0
534474,5262.0,3.0,4,0.0,3.0
555600,5257.0,0.0,2,1.0,2.0
513967,5255.0,4.0,6,1.0,6.0
630267,5251.0,1.0,2,1.0,1.0
512377,5246.0,3.0,2,0.0,2.0
541999,5241.0,0.0,2,1.0,0.0
512888,5229.0,1.0,3,1.0,2.0
467007,5210.0,6.0,4,2.0,1.0
511943,5206.0,0.0,3,1.0,2.0
546857,5184.0,0.0,1,0.0,0.0
560978,5184.0,1.0,2,1.0,1.0
584549,5181.0,1.0,4,3.0,1.0
517403,5175.0,3.0,4,1.0,2.0
573249,5163.0,0.0,3,1.0,3.0
602925,5159.0,2.0,5,1.0,3.0
544680,5156.0,2.0,4,0.0,4.0
550887,5145.0,0.0,2,0.0,0.0
575051,5145.0,2.0,4,1.0,3.0
507207,5140.0,0.0,2,0.0,0.0
626986,5135.0,1.0,6,0.0,6.0
547007,5127.0,1.0,5,0.0,4.0
522465,5124.0,4.0,4,1.0,2.0
551600,5124.0,1.0,1,0.0,1.0
568155,5122.0,0.0,1,0.0,0.0
537400,5120.0,0.0,2,0.0,0.0
547693,5120.0,4.0,1,1.0,1.0
542843,5118.0,3.0,2,0.0,2.0
541906,5112.0,5.0,4,0.0,2.0
560085,5112.0,4.0,5,0.0,3.0
523077,5110.0,1.0,4,1.0,1.0
522484,5101.0,0.0,6,1.0,4.0
524412,5085.0,3.0,5,2.0,4.0
474120,5080.0,3.0,4,0.0,4.0
576849,5074.0,2.0,4,1.0,2.0
512928,5070.0,2.0,1,1.0,1.0
607524,5060.0,0.0,1,1.0,0.0
562398,5042.0,1.0,4,1.0,2.0
732729,5039.0,0.0,5,2.0,2.0
404879,5029.0,2.0,4,0.0,2.0
567778,5019.0,1.0,4,0.0,3.0
181157,5019.0,3.0,3,2.0,3.0
564606,5008.0,3.0,3,1.0,2.0
529689,5005.0,1.0,4,2.0,2.0
189676,5001.0,2.0,2,0.0,1.0
498298,5000.0,2.0,3,1.0,1.0
532279,4992.0,0.0,1,1.0,0.0
537507,4992.0,0.0,3,0.0,0.0
510686,4975.0,0.0,3,1.0,2.0
493177,4973.0,2.0,4,2.0,4.0
563736,4962.0,1.0,3,1.0,2.0
508849,4962.0,1.0,5,1.0,2.0
511145,4961.0,1.0,3,2.0,1.0
521127,4960.0,2.0,5,3.0,3.0
512900,4960.0,0.0,4,2.0,1.0
533222,4956.0,4.0,3,1.0,2.0
565265,4956.0,3.0,5,0.0,3.0
526102,4954.0,2.0,5,2.0,3.0
460625,4951.0,1.0,5,2.0,3.0
593672,4950.0,1.0,3,2.0,1.0
581666,4937.0,2.0,3,0.0,3.0
514925,4936.0,2.0,2,0.0,1.0
542065,4934.0,2.0,2,1.0,2.0
586384,4925.0,2.0,6,3.0,3.0
516528,4924.0,2.0,3,1.0,3.0
523771,4924.0,1.0,3,1.0,1.0
547006,4920.0,2.0,1,0.0,1.0
545247,4908.0,0.0,1,0.0,0.0
515974,4907.0,0.0,3,0.0,1.0
577915,4902.0,4.0,4,1.0,4.0
527019,4889.0,1.0,2,2.0,1.0
588970,4888.0,0.0,3,1.0,0.0
547458,4876.0,2.0,4,1.0,2.0
669449,4876.0,3.0,3,2.0,3.0
491617,4875.0,4.0,4,1.0,3.0
535906,4873.0,1.0,5,3.0,3.0
521170,4866.0,1.0,3,0.0,2.0
519254,4865.0,2.0,7,1.0,6.0
534040,4864.0,0.0,2,0.0,1.0
556067,4862.0,1.0,5,1.0,4.0
515639,4861.0,6.0,7,2.0,6.0
522624,4860.0,0.0,1,1.0,0.0
509681,4856.0,1.0,4,0.0,3.0
521491,4848.0,3.0,5,2.0,2.0
575923,4844.0,0.0,2,0.0,1.0
564736,4838.0,2.0,5,1.0,5.0
548434,4834.0,0.0,3,2.0,1.0
535885,4828.0,0.0,3,0.0,1.0
608727,4826.0,0.0,4,1.0,2.0
464673,4825.0,3.0,4,1.0,1.0
559277,4823.0,0.0,4,2.0,1.0
216796,4820.0,4.0,1,1.0,1.0
546888,4812.0,4.0,2,1.0,0.0
515051,4812.0,6.0,5,1.0,5.0
528028,4803.0,2.0,4,1.0,2.0
522387,4800.0,0.0,1,0.0,0.0
542874,4800.0,2.0,1,1.0,1.0
569779,4800.0,0.0,2,0.0,2.0
537676,4790.0,2.0,5,1.0,2.0
388328,4787.0,3.0,5,2.0,3.0
500646,4786.0,1.0,3,3.0,1.0
575055,4782.0,2.0,4,1.0,4.0
553339,4782.0,4.0,4,0.0,2.0
586876,4780.0,2.0,4,1.0,3.0
533759,4779.0,1.0,3,0.0,2.0
595026,4778.0,1.0,3,0.0,1.0
533537,4778.0,0.0,3,2.0,1.0
448467,4775.0,0.0,2,1.0,0.0
509603,4770.0,1.0,2,1.0,0.0
704870,4768.0,1.0,3,0.0,2.0
522171,4758.0,2.0,4,0.0,2.0
549390,4758.0,0.0,3,1.0,0.0
521925,4747.0,1.0,5,2.0,3.0
489953,4743.0,5.0,6,2.0,4.0
561950,4742.0,5.0,7,0.0,6.0
532101,4738.0,0.0,1,0.0,0.0
555784,4738.0,0.0,3,0.0,2.0
508829,4738.0,1.0,4,1.0,3.0
652359,4732.0,0.0,3,0.0,3.0
620033,4732.0,2.0,1,0.0,1.0
513661,4720.0,0.0,1,0.0,0.0
564100,4719.0,3.0,6,3.0,4.0
566815,4716.0,2.0,4,0.0,3.0
496332,4716.0,3.0,4,1.0,4.0
668776,4710.0,1.0,3,2.0,2.0
517633,4709.0,2.0,4,1.0,2.0
548189,4708.0,0.0,4,2.0,1.0
550017,4707.0,2.0,5,2.0,3.0
537818,4698.0,1.0,3,0.0,1.0
571348,4686.0,0.0,3,1.0,0.0
518416,4681.0,2.0,3,1.0,3.0
549389,4679.0,0.0,2,1.0,0.0
575459,4676.0,2.0,4,1.0,3.0
546131,4675.0,2.0,4,2.0,2.0
204997,4668.0,3.0,3,1.0,2.0
414128,4664.0,1.0,4,1.0,2.0
558202,4660.0,0.0,3,1.0,1.0
581307,4651.0,0.0,3,1.0,2.0
557569,4650.0,8.0,2,1.0,0.0
559324,4640.0,0.0,3,1.0,2.0
608478,4638.0,1.0,3,3.0,0.0
258451,4628.0,0.0,1,0.0,0.0
557762,4624.0,0.0,3,2.0,0.0
507133,4620.0,2.0,3,0.0,2.0
587234,4609.0,1.0,3,1.0,3.0
523612,4604.0,0.0,5,0.0,2.0
573939,4600.0,2.0,4,0.0,2.0
560511,4590.0,3.0,6,2.0,5.0
534939,4581.0,0.0,3,0.0,2.0
562428,4576.0,1.0,3,1.0,3.0
510114,4571.0,2.0,6,1.0,5.0
535177,4562.0,2.0,2,2.0,2.0
518922,4560.0,0.0,1,1.0,0.0
513796,4554.0,2.0,3,0.0,2.0
517772,4554.0,2.0,5,0.0,4.0
518527,4554.0,1.0,5,2.0,5.0
545684,4552.0,3.0,2,0.0,2.0
705215,4548.0,3.0,4,1.0,2.0
545344,4546.0,2.0,2,1.0,1.0
500773,4544.0,0.0,4,2.0,3.0
549235,4540.0,0.0,2,1.0,0.0
514867,4537.0,1.0,3,0.0,3.0
514551,4537.0,0.0,1,1.0,0.0
563896,4534.0,5.0,2,0.0,2.0
524180,4530.0,5.0,5,2.0,3.0
535081,4524.0,2.0,4,2.0,2.0
538147,4521.0,3.0,4,0.0,2.0
365825,4518.0,1.0,2,0.0,1.0
627176,4516.0,1.0,3,0.0,2.0
610482,4514.0,2.0,5,1.0,3.0
541972,4514.0,2.0,2,0.0,1.0
539864,4508.0,1.0,4,1.0,2.0
526729,4508.0,1.0,4,1.0,3.0
540180,4500.0,3.0,5,3.0,4.0
518716,4500.0,1.0,2,1.0,1.0
530667,4498.0,3.0,5,2.0,2.0
509713,4490.0,2.0,3,1.0,2.0
542015,4481.0,4.0,6,1.0,4.0
